,author :,title :,journal :,year :
4871,"A. Santoro, C. Bougerol-Chaillout, F. Licci, M. Marezio, Q. Huang, R. Masini,","Synthesis, structure and superconductivity of Hg0.75Mo0.25Ba2CuO4+delta","Physica C,325(1999)41-48",1999.0
4873,"A.K. PRADHAN, K. NAKAO, N. KOSHIZUKA, S. SHIBATA,",Flux lattice melting in twinned NdBa2Cu3O7-y single crystals,Europhys.Lett.46(1999)787-793,1999.0
4874,"A.Maeda, H.Kitano, K.Kishino, K.Uchinokura, T.Kimura, T.Shibauchi,",Anisotropic Penetration Depth in La2-xSrxCuO4,"Phys.Rev.Lett.,72(1994)2263",1994.0
4879,"H. Mazaki, H.Yasuoka, M. Kakihana, M. Osada, S. Tchihara,",Lower critical fields of Bi2Sr2CaCu2O8+d and YBa2Cu3O7-d single crystals,J.Apple.Phys.85(1999)8299,1999.0
4881,"Junzo Tanaka, Minoru Takemoto, Naoki Ohashi, Osamu Fukunaga, Takaaki Tsurumi,",Temperature dependence of Hall angle in superconducting La1.85-xNdxCa1.15Cu2O6-z,"Physica.C,265(1996)171-177",1996.0
4886,"D.E.Peterson, M.E.McHenry, M.P.Maley, P.G.Wahlbeck, P.J.Kung,","Granularity, microstructure, and flux creep in TlBa2Ca2Cu3O9+z superconducting powder and silver-sheathed tapes","Physica C, 220(1994)310-322",1994.0
4887,"Eiji Sato, Katsuro Okuyama, Rika Sekine, Shigetoshi Ohshima, Shiro Kambe, Takahiro Akao,",Superconductivity above 30 K in ((Bi-xMox)0.33Cu0.67)Sr2YCu2Oy:Appearance of superconductivity by transfer of holes from a block layer to a CuO2 layer,"Phys.Rev.B, 60(1999)687-697",1999.0
4891,"A.JUNOD, D.SANCHEZ, G.TRISCONE, J.MULLER, T.GRAF,",SPECIFIC HEAT OF THE SUPERCONDUCTOR YBA2CU4O8 FROM 1.5 TO 300K,"PHYSICA B,165(1990)1335",1990.0
4892,"A. Cretton, E. Ma""chler, E.J. Williams, F. Arrouy, J.-P. Locquet, O. Fischer, P. Martinoli, T. Schneider, Y. Jaccard,",Variation of the in-plane penetration depth ab a function of doping in La2-xSrxCuO4 z thin films on SrTiO3: Implications for the overdoped state,"Phys.Rev.B,54(1996)7481",1996.0
4895,"A.Loidl, A.Pimenov, A.V.Pronin, B.Schey, B.Stritzker, G.Jakob, H.Adrian, Yu.G.Goncharov,",Universal relationship between the penetration depth and the mormal-state conductivity in YBaCuO,"Europhys Lett,48(1999)73-78",1999.0
4898,"A.Mourachkine,",The pseudogap in Bi2Sr2CaCu2O8+x single crystals from tunneling measurements: A possible evidence for the Cooper pairs above Tc,"Europhys Lett,49(2000)86-91",2000.0
4899,"A.Maeda, H.Eisaki, H.Kitano, N.Ichikawa, N.L.Wang, S.Tajima, S.Uchida, T.Hanaguri,",In-plane charge dynamics in La1.6-xNd0.4SrxCuO4: Absence of a charge gap in the spin/charge ordered state,"Europhys Lett,47(1999)715-721",1999.0
4900,"B. Dabrowski, J.-S. Zhou, J.B. Goodenough,",Anomalous transport properties in a YBa2Cu4O8 crystal,"Phys.Rev.B,58(1998)R2956",1998.0
4901,"H.Takagi, K.Tanabe, N.E.Hussey, N.Mori, N.Takeshita, S.Adachi, Y.Iye,",Melting of the vortex lattice in YBa2Cu4O8 in parallel fields,"Phys.Rev.B, 59(1999)R11668-R11671",1999.0
4902,"A.K.Pradhan, K.Nakao, N.Koshizuka, S.Shibata,",First-order vortex lattice melting in twinned NdBa2Cu307-y single crystals,"Phys.Rev.B, 59(1999)11563-11567",1999.0
4903,"B.G.Walker, D.J.Pringle, H.J.Trodahl, J.L.Tallon,",Oxygen isotope effects on the critical and Curie temperatures and Raman modes in the ferromagnetic superconductor RuSr2GdCu2O8,"Phys.Rev.B, 59(1999)R11679-R11682",1999.0
4904,"J.C.Ho, J.C.Huang, M.K.Wu, S.R.Sheen, W.S.Huang, Y.D.Yao, Y.Y.Chen,",Magnetic field dependence of low temperature heat capacities of GdBa2Cu4O8,"Physica C, 282-287 (1997) 1403-1404",1997.0
4905,"K.Q.Wang, L.Z.Cao, Y.Feng, Z.Q.Mao,",The relations of specific heat anomaly with variation of oxygen content in BiSrCaCuO(2212),"Physica C, 282-287 (1997)1415-1416",1997.0
4909,"A.M.Goldman, Branko P.Stojkovic, C.C.Huang, C.R.Shih, H.D.Yang, J-Z. Liu, J.Buan, Nathan Israloff, Oriol T.Valls, Robert Shelton, S.Sridhar, T.Jacobs,",Experimental investigation of the pairing state of high-temperature superconductors,Phys.Rev.B. 54 (1996) 7462,1996.0
4910,"A.A.Gippius, E.V.Antipov, K.Luders, M.Baenitz, M.Heinze, W.Hoffmann,",Magnetic properties and NMR investigations of the Hg-based cuprate Hg-1201,"Physica C, 282-287 (1997)1381-1382",1997.0
4912,"C.C. Lam, G.B. Peacock, J.Q. Li, J.S. Abell, L.J. Shen, P.P. Edwards,",Oinprovement of critical current density in Sb-doped HgBa2Ca2Cu3O8+delta superconductor prepared Hg vapour diffusion process,"Physica C,325(1999)109-117",1999.0
4913,"D.A.Bonn, D.Basov, D.J.Baar, Kuan Zhang, Ruixing Liang, S.Kamal, T.Timusk, W.N.Hardy,",Measurement of the ab Plane Anisotropy of Microwave Surface Impendance of Untwinned YBa2Cu3O6.95 Single Crystals,"Phys.Rev.Lett.,73(1994)2484",1994.0
4914,"Takashi Manako, Yoshimi Kubo, Yuichi Shimakawa,",TRANSPORT AND STRUCTURAL STUDY OF TL2BA2CUO6+Z SINGLE CRYSTALSPREPARED BY THE KCL FLUX METHOD,"PHYS.REV.B,46(1992)11019",1992.0
4916,"H.IGARASHI, T.MANAKO, Y.KUBO, Y.SHIMAKAWA,",SYNTHESIS AND PHYSICAL PROPERTIES OF TL2BA2CUO6+Z SINGLE CRYSTAL,"PHYSICA C,190(1991)62",1991.0
4917,"D.Tristan Jover, J.L.Tallon, R.Griessen, R.J.Wijngaarden, R.S.Liu,",Superconductivity at 133K in Tl2Ba2Ca2Cu3O10+x under high pressure,"Physica C, 218(1993)24",1993.0
4918,"H.Takahashi, H.Yamauchi, N.Mori, S.Adachi, S.Tanaka, a,Tokiwa,",Large nhancement of Tc in the 134K superconductor HgBa2Ca2Cu3Oy under high pressure,"Physica C, 218(1993)1",1993.0
4919,"C.W.Chu, D.Rameriz, F.Chen, H.K.Mao, J.Eggert, L.Gao, Q.Xiong, R.L.Meng, Y.Y.Xue,",Universal enhancement of Tc under high pressure in HgBa2Cam-1CumO2m+2+z,"Physica C, 235-240 (1994) 1493-1494",1994.0
4924,"L.-G.Johansson, P.Berastegui, S.-G.Eriksson,","Structure and superconductivity in Y1-xLnxBa2-ySryCu4O8 (Ln=Lu, Tb, Gd, Pr, Ce); the influence of ionic size and valency","J.Alloys and Compounds, 252(1997)76-82",1997.0
4928,"M.K.Wu, T.S.Lai, W.Y.Guan, Y.Chen,","Ion size effect on normal state resistivity in (R0.8Pr0.2)Ba2Cu3O7-z (R=Sm,Eu, Gd, Dy, Ho, Er, Tm, and Yb) systems","J.Appl.Phys., 78(1995)5212",1995.0
4937,"Amish G. Joshi, D.G. Kuberkar, G.J. Baldha, R.G. Kulkami,",Effect of Mo and Mo-Ca substitution on the superconductivity of GdBa2Cu3O7-delta,"Physica.C,291(1997)25-33",1997.0
4950,"A.MAIGNAN, B.RAVEAU, C MICHEL, D.A.JEFFERSON, D.GROULT, M.HERVIEU, P.P.EDWARDS, R.S.LIU, S.F.HU,","AN ENHANCEMENT OF TC,FROM 45 K TO 70 K,VIA CD SUBSTITUTION IN(PB,CU)SR2(CA,Y)CU2O7-Z","PHYSICA C,195(1992)35",1992.0
4952,"I. Felner, O. Millo, U. Asaf, Y. Levi,",Tuning of the superconducting and ferromagnetic behavior by oxygen and hydrogen in Eu1.5Ce0.5RuSr2Cu2O10-z,"Physica C,334(2000)141-151",2000.0
4956,"A.A. Shikov, D.A.Shulyatev, G.Kh. Panova, M.N. Khlopkin, N.A. Chernoplekov,",Angular dependence of the specific heat of La1.85Sr0.15CuO4 in superconducting mixed state,"Physica C,334(2000)25-32",2000.0
4957,"M. Nakagawa, T. Hirayama, Y. Oda,",Observation of specific heat jump in La2CuO4.093 due to superconducting transition,"Solid State Commun.,113(1999)121-124",1999.0
4958,"Masahito Nakagawa, Toshikazu Hirayama, Yasukage Oda,",Hall effect in electrochemically oxidized La2CuO4+z and (La1-xSrx)2CuO4+z,,2000.0
4966,"Teen-Hang Meen,","Structural and Magnetic Properties of (R1-xYx)1.85Ce0.15CuO4 (R=Pr, Nd, Sm and Eu)","Jpn J.Appl.Phys., 39(2000)3366-3370",2000.0
4982,"B.Zhao, H.C.Ku, H.H.Wen, J.J.Du, W.H.Song, Y.P.Sun, Z.X.Zhao,",Improved flux pinning and anomalous magnetization peak in heavily overdoped Bi2-xPbxSr2CaCu2-yCryO8 +z single crystals,"Appl.Phys.Lett.,76(2000)3795-3797",2000.0
4983,"Guo-meng Zhao, H.Keller, J.Hofer, K.Conder, K.Kishio, M.Willemin, T.Sasagawa,",Oxygen-Isotope Effect on the In-Plane Penetration Depth in Underdoped La2-xSrxCuO4 Single Crystals,"Phys.Rev.Lett., 84(2000)4192-4195",2000.0
4985,"G.V.M. Williams, H.J. Trodahl, J.L. Tallon, J.W. Quilty, N.E. Flower,",Absence of an Isotope Effect in the Pseudogap in YBa2Cu4O8 as Determined by Hugh-Resolution 89Y NMR,"Phys.Rev.Lett.,80(1998)377-380",1998.0
4986,"D.Brinkmann, F.Raffa, J.Roos, K.Conder, M.Eremin, M.Mali, T.Ohno,",Isotope Dependence of the Spin Gap in YBa2Cu4O8 as Determined by Cu NQR Relaxation,"Phys.Rev.Lett., 81(1998)5912-5915",1998.0
4987,"A.Furrer, D.Rubio Temprano, H.Mutka, J.Mesot, K.A.Muller, K.Konder, S.Janssen,",Large Isotope Effect on the Pseudogap in the High-Temperature Superconductor HoBa2Cu4O8,"Phys.Rev.Lett., 84(2000)1990-1993",2000.0
4988,"A. Gauzzi, C. Chaillout-Bougerol, F. Licci, G.P. Radaelli, M. Marezio, R. Masini,",Structural and electronic effects of Sr substitution for Ba in Y(Ba1-xSrx)2Cu3Ow at verying w,"Phys.Rev.B,58(1998)15208",1998.0
5011,"A.Golnik, C.Bemhard, C.E.Stronach, Ch.Niedermayer, D.R.Noakes, E.Brocher, E.J.Ansaldo, J.L.Tallon, R.K.Kremer, Th.Blasius,",Coexistence of ferromagnetism and superconductivity in the hybrid ruthenate-cuprate compound RuSr2GdCu2O8 studied by muon spin rotation and dc magnetization,"Phys.Rev.B, 59(1999)14099-14107",1999.0
5012,"E.S.Otabe, H.Yamauchi, M.Karppinen, T. Nakane, T.Matsushita, Y.Yasukawa,",Effects of Sr substitution on the magnetic-field irreversibility in superconductive Cu(Ba1ySry)2YbCu2O6+z,"Physica C, 338(2000)25-28",2000.0
5022,"M.IDO, N.YAMADA,","PRESSURE EFFECTS ON SUPERCONDUCTIVITY AND STRUCTURAL PHASE TRANSITIONS IN LA2-XMXCUO4 (M=BA,SR)","PHYSICA C,203(1992)240",1992.0
5053,"J. B. Goodenough, J.-S. Zhou,",Electron-lattice coupling and stripe formation in La2-xBaxCuO4,"Phys.Rev.B, 56(1997)6288-6294",1997.0
5054,"K.OH-ISHI, M.KIKUCHI, M.KOBAYASHI, Y.MUTO, Y.SYONO,",RELATION BETWEEN TC AND CU-O BOND LENGTH WITHIN THE BASAL PLANE OF CE0.15ND1.85-XMXCUO4-Y (M=LA AND SM) AND CE0.15PR1.85CUO4-Y,"SOLID STATE COMMUN,73(1990)341",1990.0
5058,"J. M. Tranquada, J. R. Schneider, N. Ichikawa, P. M. Gehring, S. Uchida, S.-H. Lee, T. Niemoller,",Local Magnetic Order vs Superconductivity in a Layered Cuprate,"Phys.Rev.Lett., 85(2000)1739-",2000.0
5060,"A.Iyo, F.Tateai, H.Ihara, K.Ishida, K.Tanaka, M.Kawamura, M.Tokumoto, N.Terada, S.Miyashita, T.Watanabe, Y.Tanaka,",Selective reduction for hole-doping in Cu1-xTlx-1223 (Cu1-xTlxBa2Ca2Cu3O10-y) system with Tc>132K,"Physica B, 284-288(2000)1085-1086",2000.0
5061,"Jun Takeda, Makoto Ambai, Masatoshi Sato, Yoshiaki Kobayashi, Yukio Yasui,",On the Anomalous Oxygen-Number Dependence of the Superconducting Transition Temperature of R1-xPrxBa2Cu3O6+y (R=Y and Sm),"J.Phys.Soc. Jpn, 69(2000)170-177",2000.0
5093,"Jun-ichi Yamada, Makoto Sakata, Masafumi Sera, Masaki-Takata, Masatoshi Sato, Takashi Takayama,","Relationship between the Structural Transitions and the Low Temperature Electronic State of (La,Nd)2-xMxCuO4 (M=Ba, Sr; x~1/8)","J.Phys.Soc. Jpn, 63(1994)2314-2223",1994.0
5115,"A.P.Reyes, Guo-qing Zheng, H.Ozaki, P.Kuhns, T.Kondo, W.G.Clark, W.G.Moulton, Y.Kitaoka, Y.Kubo, Y.Shimakawa,",Superconducting Fluctuations and the Pseudogap in the Slightly Overdoped High-Tc Superconductor TlSr2CaCu2O6.8: High Magnetic Field NMR Studies,"Phys.Rev.Lett., 85(2000)405-408",2000.0
5116,"A.Andreone, C.Cantoni, D.P.Norton, F.Fischer, F.Palomba, G.Pica, I.Maggio-Aprile, M.Salluzzo,",Role of Nd/Ba Disorder on the Penetration Depth of Nd1 + xBa2-xCu3O7+z Thin Films,"Phys.Rev.Lett., 85(2000)1116-1119",2000.0
5119,"F. F. Balakirev, F.F.Balakirev, G. S. Boebinger, G.S.Boebinger, J. B. Betts, J.B.Betts, S. Ono, S.Ono, T. Murayama, T.Murayama, Yoichi Ando,",Metal-to-Insulator Crossover in the Low-Temperature Normal State of Bi2Sr2-xLaxCuO6 +z,"Phys.Rev.Lett., 85(2000)638-641",2000.0
5124,"H.IGARASHI, H.Igarashi, T.KONDO, T.Kondo, T.MANAKO, T.Manako, Y.KUBO, Y.Kubo, Y.SHIMAKAWA, Y.Shimakawa,",SUPERCONDUCTOR-TO-METAL TRANSITION CAUSED BY OXYGEN NONSTOICHIOMETRY IN TLSR2CACU2O7-Z HAVING A CU-O PYRAMIDAL LAYER,"PHYS.REV.B,45(1992)5553",1992.0
5129,"J.C. Chen, S.H. Cheng, Weiyan Guan,","The Superconducting and Normal-State Transport Properties in Pure, Pr-Doped, and Ca-Doped NdBa2Cu3O7-y","J.Superconductivity,11(1998)455",1998.0
5132,"Amish G. Joshi, D.G. Kuberkar, M.V. Subbarao, Nikesh A. Shah, R.G. Kulkarni, Utpal S. Joshi,","Effect of M and M-Ca Substitution on the Structure and Superconductivity of GdBa2Cu3O7-delta [M=Mo, Hf]","J.Superconductivity,11(1998)285",1998.0
5144,"A. A. Gippius, A. M. Abakumov, E. N. Morozova, E. V. Antipov, G. Buntkowsky, K. Luders, M. G. Rozova, O. Klein, W. Hoffmann,",Magnetic flux dynamics and structural features in fluorinated HgBa2CuO4 as probed by <19>F NMR,"Phys.Rev.B,61(2000)14370-14373",2000.0
5147,"A. Wisniewski, F. M. Sauerzopf, H. W. Weber, M. Werner,","Fishtail effect in the magnetization of superconducting RBa2Cu3O7-z (R = Y,Nd,Yb) and Y2Ba4Cu8O16 single crystals","Phys.Rev.B,61(2000)",2000.0
5151,"Minoru Suzuki, Takao Watanabe,",Discriminating the Superconducting Gap from the Pseudogap in Bi2Sr2CaCu2O8+z by Interlayer Tunneling Spectroscopy,"Phys.Rev.Lett.,85(2000)4787-4790",2000.0
5155,"A. Halbritter, D. Pavuna, G. Mihaly, H. Berger, J.-P. Salvetat,",Crossovers in the out-of-plane resistivity of superconducting Tl2Ba2CaCu2O8 single crystals,"Europhys. Lett., 52 (2000)584",2000.0
5156,"A. Carrington, A. R. Banks, D. G. Hinks, P. Fournier, P. Guptasarma, R. L. Greene, R. Prozorov, R. W. Giannetta,",Measurements of the absolute value of the penetration depth in high-Tc superconductors using a low-Tc superconductive coating,"Appl.Phys.Lett., 77(2000)4202",2000.0
5159,"Fumiko Sakai, Hidenori Takagi, Hiroaki Suzuki1, Masanobu Isshiki, Minoru Nohara1, Nikorn Mangkorntong,",Quasiparticle Density of States of Clean and Dirty d-Wave Superconductors: Mixed-State Specific Heat of La 2-xSrxCuO 4 Single Crystals,J.Phys.Soc. Jpn 69(2000)1602,2000.0
5162,"A. Mumtaz, G. Rajaram, H. Bando, H. Obara, N. Shirakawa, T. Nakagawa, Y. Yamaguchi,",Continuity and temperature dependence of the vortex-phase boundary of Bi2Sr2CaCu2O8 + z,"Phys.Rev.B,63(2001)014504",2001.0
5165,"B. Dabrowski, J. D. Jorgensen, K. Rogacki, O. Chmaissem,","Increase of the superconducting Tc, irreversibility fields, and critical currents in tetragonal YBaSrCu3-xMoxO7 + d","Phys.Rev.B,63(2001)054501",2001.0
5169,"A. Basset, A. Caneiro, A. Serquis, J. D. Jorgensen, J. P. Hodges, S. Short,","Oxygen content, thermodynamic stability, and superconductivity of Hg1-xRexBa2CuO4 + z","Phys.Rev.B,63(2001)014508",2001.0
5177,"H.Ikeda, I.Tomitsuka, K.Ueno, R.Yoshizaki,",Ni-doping effect on the anisotropic resistivity in Bi2Sr2Ca(Cu1-xNix)2Oy single crystals,"J.Low Temp.Phys., 105(1996)927",1996.0
5178,"H. Shibata,",Transverse Josephson Plasma Mode in T* Phase SmLa1-xSrxCuO4-z Single Crystals,"Phys.Rev.Lett., 86(2001)2122",2001.0
5180,"Azusa Matsuda, Kouichi Semba,",Superconductor-to-Insulator Transition and Transport Properties of Underdoped YBa2Cu3Oy Crystals,"Phys.Rev.Lett., 86(2001)496",2001.0
5184,"H.Eisaki, S. Tajima, S.Uchida, T. Noda,",c-Axis Optical Response in the Static Stripe Ordered Phase of the Cuprates,"Phys.Rev.Lett., 86(2001)500",2001.0
5188,"Hazuki Kawano-Furukawa, Hideki Yoshizawa, Hiroyuki Takagiwa, Jun Akimitsu,",Coexistence of Superconductivity and (Anti-)Ferromagnetism in RuSr2YCu2O8,"J.Phys.Soc.Jpn, 70(2001)333-336",2001.0
5189,"Hiromitsu Ogasawara, Michiaki Matsukawa, Ryuichi Sano, Sigeru Horii, Yuh Yamada,",Thermal transport of Pr substituted YBa2Cu4O8 compounds with CuO double chains,"Physica C, 351(2001)245",2001.0
5191,"D.E.MORRIS, H.B.LIU, H.J.BORNEMANN, P.K.NARWANKAR,",DEPENDENCE OF THE OXYGEN ISOTOPE EFFECT UPON HOLE DENSITY IN BI2SR2CA1-XYXCU2O8+Z AND Y1-XCAXBA2CU4O8,"PHYSICA C,191(1992)211",1992.0
5204,"B.Keimer, C.Bemhand, C.Niedemayer, C.Ulrich, L.P.Regnault, N.H.Andersen, P.Bourges, Y.Sidis,",Antiferromagnetic Ordering in Superconducting YBa2Cu3O6.5,"Phys.Rev.Lett., 86(2001)4100",2001.0
5205,"H. Kupfer, N. H. Kumar, Th. Wolf,",Effect of oxygen-induced disorder on magnetic flux dynamics and critical current in a NdBa2Cu3O7-d single crystal,"Supercond. Sci. Technol.,13(2000)1356-1362",2000.0
5207,"Ch. Goupil, Ch.Simon, D.Thopart,",Experimental evidence of the decoupling line in (Bi1.64Pb0.36)Sr2(Ca0.79Y0.21)Cu2O8+z single crystals by resistivity measurements,"Phys.Rev.B, 63(2001)184504",2001.0
5208,"C.Dong, F.Zhou, G.C.Che, Ling Chen, Y.Z.Huang, Z.X.Zhao,",Superconducting phase with Tc of 17 K in La2CuO4+ z,"Solid State Commun., 114(2000)107",2000.0
5210,"Aivaras Kareiva, Johan Linden, Lauri Niinisto, Maarit Karppinen, Mikk Lippmaa,",Sol-gel synthesis and characterization of superconducting (Y1-xEux)Ba2(Cu1-y<57>Fey)4O8 samples,"J.Alloys Compd., 225(1995)586",1995.0
5217,"C.Y.Tai, D.C.Ling, D.H.Chen, D.Y.Chen, F.C.Zhang, F.Z.Chien, G.Y.Tseng, M.K.Wu, S.R.Sheen,",Anomalous magnetic and superconducting properties in a Ru-based double perovskite,"Z.Phys.B, 102(1997)37",1997.0
5220,"A.J.Greer, B.Hitti, C.E.Stronach, D.B.Pulling, D.R.Harshman, D.Y.Chen, E.Koster, F.Z.Chien, H.A.Blackstead, J.D.Dow, M.Haka, M.J.DeMarco, M.K.Wu, S.Toorongian, W.J.Kossler,",Magnetism and superconductivity in Sr2YRu1-uCuuO6 and magnetism in Ba2GdRu1-uCuuO6,"Euro.Phys.J. B, 15(2000)649",2000.0
5221,"A.Dareiva, J.Linden, J.Valo, K.Terryll, K.V.Rao, L.Ninisto, M.Karppinen, M.Leskela, V.Kozlov,",Iron substitution effects in YBa2Cu4O8 synthesized by the sol-gel technique,"Supercond.Sci.Tecknol., 8(1995)79",
5225,"I.Chong, M.Takano, T.Kamiyama, T.Sato, T.Takahashi, T.Terashima, Y.Naitoh,",Fermi surface and superconducting gap in superstructure-free Bi1.80Pb0.38Sr2.01CuO6-z,"Phys.Rev.B, 63(2001)132502",2001.0
5226,"A.A.Menovsky, A.Koshelev, B.Ivlev, D.G.de Groot, Z.Tamavski, J.C.Martinez, P.H.Kes, R.P.Griessen, S.H.Brongersma,",Magnetic anisotropy of a Bi2Sr2CaCu2Ox single crystal,"Phys.Rev.Lett., 69(1992)2276",1992.0
5227,"D.C.Ling, D.Y.Chen, F.Z.Chien, J.L.Tseng, M.J.Wang, M.K.Wu, S.R.Sheen,",Superconductivity in Ru-based double perovskite - The possible existence of a new superconducting pairing state,"Physica C, 282(1997)73",1997.0
5229,"J. Linden, J.Linden, L. Niinisto"", L.Niiniste, M. Karppinen, M. Lippmaa, M.Karppinen, M.Lippmaa, T. Karlemo, T.Karlemo,",Annealing characteristics and calcium doping effects in the superconducting Pb2CuSr2[Eu1-xCax]Cu2O8+delta system,"Physica.C,292(1997)225-232",1997.0
5236,"H.-H.Hung, J.L.Tallon, L.-Y.Jang, R.S.Liu,",Determination of Ru valence from x-ray absorption near-edge structure in RuSr2GdCu2O8-type superconductors,"Phys.Rev.B, 63(2001)212507",2001.0
5240,"B.Dabrowski, J.Mais, M.Maxwell, P.W.Klamut, S.Kolesnik,",Superconductivity in Ru1-xSr2GdCu2 + xO8-y compounds,"Phys.Rev.B, 63(2001)224512",2001.0
5247,"J.F.Wang, L.R.Sung, W.H.Lee,",Preparation and magnetic relaxation of Th-doped TlSr2CaCu2O7 superconductors,"Physica C, 349(2001)317",2001.0
5251,"L.R. Sung, L.R.Sung, M.R.Yeh, M.r. Yeh, W.H. Lee, W.H.Lee,",Magnetic and superconducting properties of Tl(Sr1.5R0.5)CaCu2O7-delta compounds,"Physica.C,311(1998)297-302",1999.0
5264,"A.S.Andreeko, E.P.Khlybov, G.M.Kuz'micheva, I.E.Kostyleva, K.N.Gavrilov, V.V.Luparev,","Crystal structure of Ru(Sr,Gd)2(Gd,Sr)Cu2O8 and Ru(Sr,Eu)2(Eu,Ce)2Cu2O10 phases","Physica C, 350(2001)105",2001.0
5265,"B.Dabrowski, J.Mais, M.Maxwell, P.W.Klamut,",E?ct of Ce doping on the superconducting and magnetic properties of RuSr2GdCu2O8,"Physica C, 350(2001)24",2001.0
5268,"I.K. Gopalakrishnan, I.K.Gopalakrishnan, J.V. Yakhmi, J.V.Yakhmi, T.B. Waje, T.B.Waje,",Structural and superconducting properties of Ru1-xPrxBaSrCu3O7-delta,"Physica.C,311(1998)246-252",1999.0
5273,"A.Yamamoto, F.Izumi, S.Tajima, Wei-Zhi Hu,",Superconducting and structural properties of nearly carbonate-free HgBa2CuO4+z,"Physica C, 351(2001)329",2001.0
5274,"N.N.Kolesnikov, O.M.Vyaselev, T.G.Togonidze,",Influence of oxygen doping on the sign of the slope of Tc vs pressure curves in Tl2Ba2CuO6+x,"Physica C, 353(2001)60",2001.0
5276,"M. Valldor, M.Andersson, O.Rapp, P.Lundqvist, S.R.Ghorbani,",Thermoelectric power and resistivity of Nd1-xPrxBa2Cu3O7- z,"Physica C, 353(2001)77",2001.0
5280,"M.Andersson, M.Valldor, O.Rapp, P.Lundqvist, S. R. Ghorbani,",Thermoelectric power and resistivity of Nd1-xCaxBa2Cu3Oy and Nd1-xLaxBa2Cu3Oy,"Physica C, 339(2000)245",2000.0
5287,"C.G.Zhu, H.B.Pan, P.S.Xu, Q.Li, X.Y.Zhang,",Substitution effect of Sn for Cu in the Bi2Sr2CaCu2-xSnxO8+z system,"J.Supercond., 13(2000)137",2000.0
5293,"I.K.Gopalakrishnan, J.V.Yakhmi,",Effect of high-pressure oxygen annealing in inducing superconductivity in calcium-free 1212-type cuprate (Cd0.67Bi0.23Pb0.10)YSr2Cu2O7-z,"J.Supercond., 13(2000)569",2000.0
5294,"C.G.Zhu, H.B.Pan, P.S.Xu, Q.Li, X.Y.Zhang,",Substitution effect of Pr for Ca in Bi2Sr2CaCu2O8+z system,"J.Supercond., 13(2000)603",2000.0
5297,"D.G.Kuberkar, M.R.Gonal, N.A.Shah, R.G.Kulkarni, R.Prasad,","Role of calcium in the evolution of superconductivity in a (La2-xRx)Ba2(CayCu4+y)Oz (R=Y, Er, Gd) system","J.Supercond., 13(2000)37",2000.0
5312,"G.V.M.Williams, M.Ryan,","Raman transport and magnetization study of the RuSr2R2-xCexCu2O10+z (R = Gd, Eu) high-temperature superconducting cuprates","Phys.Rev.B, 64(2001)094515",2001.0
5318,"A.Dulcic, D.Paar, G.V.M.Williams, M.Pozek, S.Kramer,",Transport and microwave study of superconducting and magnetic RuSr2EuCu2O8,"Phys.Rev.B, 64(2001)064508",2001.0
5319,"H.Fujii, S.Hashimoto, T.Ekino, T.Takasaki,","Tunneling spectroscopy of the normal-state gap in (Bi, Pb)2Sr2Ca2Cu3O10+z","Phys.Rev.B, 64(2001)092510",2001.0
5320,"A.Mironov, J.Karpinski, J.Roos, M.Angst, M.Mali, S.M.Kazakov,","Influence of Sr substitution on the structure, charge distribution, and critical temperature of Y(Ba1-xSrx)2Cu4O8 single crystals","Phys.Rev.B, 64(2001)094518",2001.0
5328,"A.A.Menovsky, A.A.Nugroho, I.M.Sutjahja, J.J.M.Franse, M.O.Tjia,",Peak effects and the solid vortex phase of a T*-phase SmLa0.8Sr0.2CuO4-z single crystal,"Phys.Rev.B, 64(2001)134502",2001.0
5329,"Li-Ru Sung, Shin-Hau Huang, Wun-Hsin Lee, Yeong-Der Yao,",Magnetic-Relaxation Behavior of (Tl0.5Pb0.5)(Sr1.84Nd0.16)CaCu2O7 Superconducting Material,"Jpn. J. Appl. Phys. , 40 (2001) L262-L265",2001.0
5330,"A.Freimuth, A.P.Kampf, B.Buchner, B.Zeini, G.Muller-Vogt, L.Winkler, M.Galffy, R.Gross,",Thermal conductivity and thermal Hall effect in Bi- and Y-based high-Tc superconductors,"Eur. Phys. J. B, 20 (2001) 189-208",2001.0
5332,"D.G.Kuberkar, K.Mavani, Krushna Mavani, N.A.Shah, R.G.Kulkami, R.G.Kulkarni, R.S.Thampi, S.K.Malik, S.Rayaprol, W.B.Yelon,","Structural and superconducting properties of La2-xRxBa2CayCu4+yO10+z (R=Nd,Gd; y=2x) system","J.Appl.Phys., 89(2001)7657",2001.0
