num :,element :,name :,str3 :,tc :,lata :,latb :,latc :,refno :,ma1 :,ma2 :,mb1 :,mb2 :,mc1 :,mc2 :,md1 :,md2 :,me1 :,me2 :,mf1 :,mf2 :,mg1 :,mg2 :,mh1 :,mh2 :,mi1 :,mi2 :,mo1 :,mo2 :,oz :,composition :
9912,Y0.625La0.375Ba2Cu3O7-z,"(Y,La)Ba2Cu3O7",Y123,85.2,,,,PHB2810909,Y,0.625,La,0.375,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Y0.625La0.375Ba2.0Cu3.0O7.0
9913,Y0.5625La0.3375Pr0.1Ba2Cu3O7-z,"(Y,La,Pr)Ba2Cu3O7",Y123,63.7,,,,PHB2810909,Y,0.5625,La,0.3375,Pr,0.1,Ba,2.0,Cu,3.0,,,,,,,,,O,7.0,,Y0.5625La0.3375Pr0.1Ba2.0Cu3.0O7.0
9914,Y0.5La0.3Pr0.2Ba2Cu3O7-z,"(Y,La,Pr)Ba2Cu3O7",Y123,44.8,,,,PHB2810909,Y,0.5,La,0.3,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,O,7.0,,Y0.5La0.3Pr0.2Ba2.0Cu3.0O7.0
9915,Y0.4375La0.2625Pr0.3Ba2Cu3O7-z,"(Y,La,Pr)Ba2Cu3O7",Y123,28.9,,,,PHB2810909,Y,0.4375,La,0.2625,Pr,0.3,Ba,2.0,Cu,3.0,,,,,,,,,O,7.0,,Y0.4375La0.2625Pr0.3Ba2.0Cu3.0O7.0
9916,Y0.625La0.375Ba2Cu3O7-z,"(Y,La)Ba2Cu3O7",Y123,50.0,,,,PHB2810909,Y,0.625,La,0.375,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Y0.625La0.375Ba2.0Cu3.0O7.0
9917,Y0.5625La0.3375Pr0.1Ba2Cu3O7-z,"(Y,La,Pr)Ba2Cu3O7",Y123,40.0,,,,PHB2810909,Y,0.5625,La,0.3375,Pr,0.1,Ba,2.0,Cu,3.0,,,,,,,,,O,7.0,,Y0.5625La0.3375Pr0.1Ba2.0Cu3.0O7.0
9918,Y0.5La0.3Pr0.2Ba2Cu3O7-z,"(Y,La,Pr)Ba2Cu3O7",Y123,21.0,,,,PHB2810909,Y,0.5,La,0.3,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,O,7.0,,Y0.5La0.3Pr0.2Ba2.0Cu3.0O7.0
9920,Y1Ba2Cu3O6.95,GdBa2Cu3O7,Y123,92.2,,,,PHB2810909,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.95,6.95,Y1.0Ba2.0Cu3.0O6.95
9921,Y0.9Pr0.1Ba2Cu3O6.95,"(Gd,Pr)Ba2Cu3O7",Y123,78.5,,,,PHB2810909,Y,0.9,Pr,0.1,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,Y0.9Pr0.1Ba2.0Cu3.0O6.95
9922,Y0.8Pr0.2Ba2Cu3O6.95,"(Gd,Pr)Ba2Cu3O7",Y123,58.5,,,,PHB2810909,Y,0.8,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,Y0.8Pr0.2Ba2.0Cu3.0O6.95
9923,Y0.7Pr0.3Ba2Cu3O6.95,"(Gd,Pr)Ba2Cu3O7",Y123,39.3,,,,PHB2810909,Y,0.7,Pr,0.3,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,Y0.7Pr0.3Ba2.0Cu3.0O6.95
9924,Y0.65Pr0.35Ba2Cu3O6.95,"(Gd,Pr)Ba2Cu3O7",Y123,33.0,,,,PHB2810909,Y,0.65,Pr,0.35,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,Y0.65Pr0.35Ba2.0Cu3.0O6.95
9925,Y0.6Pr0.4Ba2Cu3O6.95,"(Gd,Pr)Ba2Cu3O7",Y123,20.4,,,,PHB2810909,Y,0.6,Pr,0.4,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.95,6.95,Y0.6Pr0.4Ba2.0Cu3.0O6.95
9926,Y1Ba2Cu3O6.85,GdBa2Cu3O7,Y123,84.4,,,,PHB2810909,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.85,6.85,Y1.0Ba2.0Cu3.0O6.85
9927,Y0.9Pr0.1Ba2Cu3O6.85,"(Gd,Pr)Ba2Cu3O7",Y123,61.5,,,,PHB2810909,Y,0.9,Pr,0.1,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.85,6.85,Y0.9Pr0.1Ba2.0Cu3.0O6.85
9928,Y0.8Pr0.2Ba2Cu3O6.85,"(Gd,Pr)Ba2Cu3O7",Y123,45.2,,,,PHB2810909,Y,0.8,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.85,6.85,Y0.8Pr0.2Ba2.0Cu3.0O6.85
9929,Y0.7Pr0.3Ba2Cu3O6.85,"(Gd,Pr)Ba2Cu3O7",Y123,27.4,,,,PHB2810909,Y,0.7,Pr,0.3,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.85,6.85,Y0.7Pr0.3Ba2.0Cu3.0O6.85
9930,Y0.65Pr0.35Ba2Cu3O6.85,"(Gd,Pr)Ba2Cu3O7",Y123,16.3,,,,PHB2810909,Y,0.65,Pr,0.35,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.85,6.85,Y0.65Pr0.35Ba2.0Cu3.0O6.85
9931,Y1Ba2Cu3O6.75,GdBa2Cu3O7,Y123,61.1,,,,PHB2810909,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.75,6.75,Y1.0Ba2.0Cu3.0O6.75
9932,Y0.9Pr0.1Ba2Cu3O6.75,"(Gd,Pr)Ba2Cu3O7",Y123,52.2,,,,PHB2810909,Y,0.9,Pr,0.1,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.75,6.75,Y0.9Pr0.1Ba2.0Cu3.0O6.75
9933,Y0.8Pr0.2Ba2Cu3O6.75,"(Gd,Pr)Ba2Cu3O7",Y123,41.5,,,,PHB2810909,Y,0.8,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.75,6.75,Y0.8Pr0.2Ba2.0Cu3.0O6.75
9934,Y0.7Pr0.3Ba2Cu3O6.75,"(Gd,Pr)Ba2Cu3O7",Y123,25.2,,,,PHB2810909,Y,0.7,Pr,0.3,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.75,6.75,Y0.7Pr0.3Ba2.0Cu3.0O6.75
9936,Y1Ba2Cu3O6.6,GdBa2Cu3O7,Y123,49.6,,,,PHB2810909,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.6,6.6,Y1.0Ba2.0Cu3.0O6.6
9937,Y0.9Pr0.1Ba2Cu3O6.6,"(Gd,Pr)Ba2Cu3O7",Y123,44.1,,,,PHB2810909,Y,0.9,Pr,0.1,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.6,6.6,Y0.9Pr0.1Ba2.0Cu3.0O6.6
9938,Y0.8Pr0.2Ba2Cu3O6.6,"(Gd,Pr)Ba2Cu3O7",Y123,37.0,,,,PHB2810909,Y,0.8,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.6,6.6,Y0.8Pr0.2Ba2.0Cu3.0O6.6
9939,Y0.7Pr0.3Ba2Cu3O6.6,"(Gd,Pr)Ba2Cu3O7",Y123,28.5,,,,PHB2810909,Y,0.7,Pr,0.3,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.6,6.6,Y0.7Pr0.3Ba2.0Cu3.0O6.6
9940,Y0.65Pr0.35Ba2Cu3O6.6,"(Gd,Pr)Ba2Cu3O7",Y123,21.5,,,,PHB2810909,Y,0.65,Pr,0.35,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.6,6.6,Y0.65Pr0.35Ba2.0Cu3.0O6.6
9942,Y1Ba2Cu3O6.5,GdBa2Cu3O7,Y123,31.1,,,,PHB2810909,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.5,6.5,Y1.0Ba2.0Cu3.0O6.5
9943,Y0.9Pr0.1Ba2Cu3O6.5,"(Gd,Pr)Ba2Cu3O7",Y123,21.1,,,,PHB2810909,Y,0.9,Pr,0.1,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.5,6.5,Y0.9Pr0.1Ba2.0Cu3.0O6.5
9944,Y0.8Pr0.2Ba2Cu3O6.5,"(Gd,Pr)Ba2Cu3O7",Y123,11.1,,,,PHB2810909,Y,0.8,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.5,6.5,Y0.8Pr0.2Ba2.0Cu3.0O6.5
9946,La1.89Ba0.11Cu1O4,"(La,Ba)2CuO4",T,17.8,5.4378,5.4756,15.7902,P064144524,La,1.89,Ba,0.11,Cu,1.0,,,,,,,,,,,,,O,4.0,4.0,La1.89Ba0.11Cu1.0O4.0
9963,Pr1.85Ce0.15Cu1O4,"(Pr,Ce)2CuO4",T',17.0,3.9530000000000003,,12.129000000000001,PHC2600117,Pr,1.85,Ce,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,Pr1.85Ce0.15Cu1.0O4.0
9964,Pr1.8315Y0.0185Ce0.15Cu1O4,"(Pr,Y,Ce)2CuO4",T',16.0,3.952,,12.126,PHC2600117,Pr,1.8315,Y,0.0185,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.8315Y0.0185Ce0.15Cu1.0O4.0
9965,Pr1.7945Y0.0555Ce0.15Cu1O4,"(Pr,Y,Ce)2CuO4",T',15.0,3.95,,12.11,PHC2600117,Pr,1.7945,Y,0.0555,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.7945Y0.0555Ce0.15Cu1.0O4.0
9966,Pr1.7575Y0.0925Ce0.15Cu1O4,"(Pr,Y,Ce)2CuO4",T',14.5,3.948,,12.105,PHC2600117,Pr,1.7575,Y,0.0925,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.7575Y0.0925Ce0.15Cu1.0O4.0
9967,Pr1.665Y0.185Ce0.15Cu1O4,"(Pr,Y,Ce)2CuO4",T',13.0,3.944,,12.069,PHC2600117,Pr,1.665,Y,0.185,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.665Y0.185Ce0.15Cu1.0O4.0
9968,Pr1.5725Y0.2775Ce0.15Cu1O4,"(Pr,Y,Ce)2CuO4",T',11.0,3.94,,12.046,PHC2600117,Pr,1.5725,Y,0.2775,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.5725Y0.2775Ce0.15Cu1.0O4.0
9971,Nd1.85Ce0.15Cu1O4,"(Nd,Ce)2CuO4",T',21.0,3.9389999999999996,,12.052999999999999,PHC2600117,Nd,1.85,Ce,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,Nd1.85Ce0.15Cu1.0O4.0
9972,Nd1.8315Y0.0185Ce0.15Cu1O4,"(Nd,Y,Ce)2CuO4",T',20.0,3.938,,12.04,PHC2600117,Nd,1.8315,Y,0.0185,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Nd1.8315Y0.0185Ce0.15Cu1.0O4.0
9973,Nd1.7945Y0.0555Ce0.15Cu1O4,"(Nd,Y,Ce)2CuO4",T',19.0,3.935,,12.025,PHC2600117,Nd,1.7945,Y,0.0555,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Nd1.7945Y0.0555Ce0.15Cu1.0O4.0
9974,Nd1.7575Y0.0925Ce0.15Cu1O4,"(Nd,Y,Ce)2CuO4",T',18.0,3.9339999999999997,,12.014000000000001,PHC2600117,Nd,1.7575,Y,0.0925,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Nd1.7575Y0.0925Ce0.15Cu1.0O4.0
9975,Nd1.665Y0.185Ce0.15Cu1O4,"(Nd,Y,Ce)2CuO4",T',16.0,3.929,,11.999,PHC2600117,Nd,1.665,Y,0.185,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Nd1.665Y0.185Ce0.15Cu1.0O4.0
9976,Nd1.5725Y0.2775Ce0.15Cu1O4,"(Nd,Y,Ce)2CuO4",T',10.5,3.926,,11.982999999999999,PHC2600117,Nd,1.5725,Y,0.2775,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Nd1.5725Y0.2775Ce0.15Cu1.0O4.0
9979,Sm1.85Ce0.15Cu1O4,"(Sm,Ce)2CuO4",T',17.0,3.912,,11.874,PHC2600117,Sm,1.85,Ce,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,Sm1.85Ce0.15Cu1.0O4.0
9980,Sm1.80375Y0.04625Ce0.15Cu1O4,"(Sm,Y,Ce)2CuO4",T',15.0,3.91,,11.868,PHC2600117,Sm,1.80375,Y,0.04625,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Sm1.80375Y0.04625Ce0.15Cu1.0O4.0
9981,Sm1.7575Y0.0925Ce0.15Cu1O4,"(Sm,Y,Ce)2CuO4",T',14.0,3.909,,11.865,PHC2600117,Sm,1.7575,Y,0.0925,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Sm1.7575Y0.0925Ce0.15Cu1.0O4.0
9982,Sm1.71125Y0.13875Ce0.15Cu1O4,"(Sm,Y,Ce)2CuO4",T',12.0,3.907,,11.852,PHC2600117,Sm,1.71125,Y,0.13875,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Sm1.71125Y0.13875Ce0.15Cu1.0O4.0
9984,Sm1.5725Y0.2775Ce0.15Cu1O4,"(Sm,Y,Ce)2CuO4",T',10.3,3.905,,11.838,PHC2600117,Sm,1.5725,Y,0.2775,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Sm1.5725Y0.2775Ce0.15Cu1.0O4.0
9993,Pr1.665Gd0.185Ce0.15Cu1O4,"(Pr,Gd,Ce)2CuO4",T',15.5,3.944,,12.075,PHC2600117,Pr,1.665,Gd,0.185,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.665Gd0.185Ce0.15Cu1.0O4.0
9994,Pr1.48Gd0.37Ce0.15Cu1O4,"(Pr,Gd,Ce)2CuO4",T',14.5,3.94,,12.045,PHC2600117,Pr,1.48,Gd,0.37,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.48Gd0.37Ce0.15Cu1.0O4.0
9995,Pr1.295Gd0.555Ce0.15Cu1O4,"(Pr,Gd,Ce)2CuO4",T',13.5,3.9339999999999997,,12.015,PHC2600117,Pr,1.295,Gd,0.555,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.295Gd0.555Ce0.15Cu1.0O4.0
9996,Pr1.11Gd0.74Ce0.15Cu1O4,"(Pr,Gd,Ce)2CuO4",T',12.5,3.926,,11.975999999999999,PHC2600117,Pr,1.11,Gd,0.74,Ce,0.15,Cu,1.0,,,,,,,,,,,O,4.0,,Pr1.11Gd0.74Ce0.15Cu1.0O4.0
10000,Bi2Sr2Ca2Cu3O10,Bi2Sr2Ca2Cu3O10,Bi2223,109.0,5.51,5.19,37.28,PR04901495,Bi,2.0,Sr,2.0,Ca,2.0,Cu,3.0,,,,,,,,,,,O,10.0,,Bi2.0Sr2.0Ca2.0Cu3.0O10.0
10001,Bi2Sr2Ca1Cu2O8.23,Bi2Sr2CaCu2O8,Bi2212,70.0,,,,PR04901407,Bi,2.0,Sr,2.0,Ca,1.0,Cu,2.0,,,,,,,,,,,O,8.23,8.23,Bi2.0Sr2.0Ca1.0Cu2.0O8.23
10002,Bi2Sr2Ca0.9Y0.1Cu2O8.23,"Bi2Sr2(Ca,Y)Cu2O8",Bi2212,85.0,,,,PR04901407,Bi,2.0,Sr,2.0,Ca,0.9,Y,0.1,Cu,2.0,,,,,,,,,O,8.23,8.23,Bi2.0Sr2.0Ca0.9Y0.1Cu2.0O8.23
10003,Bi2Sr2Ca0.7Y0.3Cu2O8.3,"Bi2Sr2(Ca,Y)Cu2O8",Bi2212,86.0,,,,PR04901407,Bi,2.0,Sr,2.0,Ca,0.7,Y,0.3,Cu,2.0,,,,,,,,,O,8.3,8.3,Bi2.0Sr2.0Ca0.7Y0.3Cu2.0O8.3
10004,Bi2Sr2Ca0.6Y0.4Cu2O8.29,"Bi2Sr2(Ca,Y)Cu2O8",Bi2212,64.0,,,,PR04901407,Bi,2.0,Sr,2.0,Ca,0.6,Y,0.4,Cu,2.0,,,,,,,,,O,8.29,8.29,Bi2.0Sr2.0Ca0.6Y0.4Cu2.0O8.29
10005,Bi2Sr2Ca0.5Y0.5Cu2O8.33,"Bi2Sr2(Ca,Y)Cu2O8",Bi2212,40.0,,,,PR04901407,Bi,2.0,Sr,2.0,Ca,0.5,Y,0.5,Cu,2.0,,,,,,,,,O,8.33,8.33,Bi2.0Sr2.0Ca0.5Y0.5Cu2.0O8.33
10009,Y1Ba2Cu3O6.98,YBa2Cu3O7,Y123,89.8,3.82,3.886,11.696,PR04901387,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.98,6.98,Y1.0Ba2.0Cu3.0O6.98
10011,Y1Ba2Cu3O6.52,YBa2Cu3O7,Y123,52.8,3.833,3.8710000000000004,11.742,PR04901387,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.52,6.52,Y1.0Ba2.0Cu3.0O6.52
10012,Ho1Ba2Cu2.94O6.94,HoBa2Cu3O7,Y123,77.0,3.841,3.875,11.682,PR04901387,Ho,1.0,Ba,2.0,Cu,2.94,,,,,,,,,,,,,O,6.94,6.94,Ho1.0Ba2.0Cu2.94O6.94
10013,Ho1Ba2Cu2.94O6.48,HoBa2Cu3O7,Y123,20.0,3.845,3.865,11.724,PR04901387,Ho,1.0,Ba,2.0,Cu,2.94,,,,,,,,,,,,,O,6.48,6.48,Ho1.0Ba2.0Cu2.94O6.48
10014,Y1Ba2Cu3H0.08O7,YBa2Cu3O7Hx,Y123,88.0,,,,PR04900600,Y,1.0,Ba,2.0,Cu,3.0,H,0.08,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0H0.08O7.0
10015,Y1Ba2Cu3H0.21O7,YBa2Cu3O7Hx,Y123,86.0,,,,PR04900600,Y,1.0,Ba,2.0,Cu,3.0,H,0.21,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0H0.21O7.0
10016,Y1Ba2Cu3H0.34O7,YBa2Cu3O7Hx,Y123,66.0,,,,PR04900600,Y,1.0,Ba,2.0,Cu,3.0,H,0.34,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0H0.34O7.0
10017,Y1Ba2Cu3H0.48O7,YBa2Cu3O7Hx,Y123,48.0,,,,PR04900600,Y,1.0,Ba,2.0,Cu,3.0,H,0.48,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0H0.48O7.0
10018,Y1Ba2Cu3O7-z,YBa2Cu3O7,Y123,92.5,,,,PR04901342,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
10019,Y1Ba2Cu2.985Fe0.015O7-z,"YBa2(Cu,Fe)3O7",Y123,91.5,,,,PR04901342,Y,1.0,Ba,2.0,Cu,2.985,Fe,0.015,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.985Fe0.015O7.0
10020,Y1Ba2Cu2.96Fe0.04O7-z,"YBa2(Cu,Fe)3O7",Y123,90.0,,,,PR04901342,Y,1.0,Ba,2.0,Cu,2.96,Fe,0.04,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.96Fe0.04O7.0
10021,Y1Ba2Cu2.87Fe0.13O7-z,"YBa2(Cu,Fe)3O7",Y123,78.0,,,,PR04901342,Y,1.0,Ba,2.0,Cu,2.87,Fe,0.13,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.87Fe0.13O7.0
10022,Y1Ba2Cu2.83Fe0.17O7-z,"YBa2(Cu,Fe)3O7",Y123,72.0,,,,PR04901342,Y,1.0,Ba,2.0,Cu,2.83,Fe,0.17,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.83Fe0.17O7.0
10023,Y1Ba2Cu2.78Fe0.22O7-z,"YBa2(Cu,Fe)3O7",Y123,64.0,,,,PR04901342,Y,1.0,Ba,2.0,Cu,2.78,Fe,0.22,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.78Fe0.22O7.0
10024,Bi0.5Sr1.5Y1.15Ce0.85Cu2O8-z,"(Bi,Sr)2(Y,Ce)2Cu2O8",T*,34.0,3.822,,12.659,PR04901492,Bi,0.5,Sr,1.5,Y,1.15,Ce,0.85,Cu,2.0,,,,,,,,,O,8.0,,Bi0.5Sr1.5Y1.15Ce0.85Cu2.0O8.0
10026,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,92.0,,,,PR04901417,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
10027,Y1Ba2Cu2.88Co0.12O7,"YBa2(Cu,Co)3O7",Y123,81.0,,,,PR04901417,Y,1.0,Ba,2.0,Cu,2.88,Co,0.12,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.88Co0.12O7.0
10028,Y1Ba2Cu2.85Zn0.15O7,"YBa2(Cu,Zn)3O7",Y123,42.0,,,,PR04901417,Y,1.0,Ba,2.0,Cu,2.85,Zn,0.15,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.85Zn0.15O7.0
10035,Bi2.1Sr1.93Ca0.97Cu2O8+z,Bi2Sr2(Ca)Cu2O8,Bi2212,76.2,5.404,,30.843000000000004,PR05006929,Bi,2.1,Sr,1.93,Ca,0.97,Cu,2.0,,,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.97Cu2.0O8.0
10036,Bi2.1Sr1.93Ca0.92Pr0.05Cu2O8+z,"Bi2Sr2(Ca,Pr)Cu2O8",Bi2212,70.6,5.405,,30.750999999999998,PR05006929,Bi,2.1,Sr,1.93,Ca,0.92,Pr,0.05,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.92Pr0.05Cu2.0O8.0
10037,Bi2.1Sr1.93Ca0.87Pr0.1Cu2O8+z,"Bi2Sr2(Ca,Pr)Cu2O8",Bi2212,70.0,5.41,,30.726,PR05006929,Bi,2.1,Sr,1.93,Ca,0.87,Pr,0.1,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.87Pr0.1Cu2.0O8.0
10038,Bi2.1Sr1.93Ca0.77Pr0.2Cu2O8+z,"Bi2Sr2(Ca,Pr)Cu2O8",Bi2212,57.0,5.42,,30.677,PR05006929,Bi,2.1,Sr,1.93,Ca,0.77,Pr,0.2,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.77Pr0.2Cu2.0O8.0
10039,Bi2.1Sr1.93Ca0.72Pr0.25Cu2O8+z,"Bi2Sr2(Ca,Pr)Cu2O8",Bi2212,47.4,5.426,,30.65,PR05006929,Bi,2.1,Sr,1.93,Ca,0.72,Pr,0.25,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.72Pr0.25Cu2.0O8.0
10040,Bi2.1Sr1.93Ca0.67Pr0.3Cu2O8+z,"Bi2Sr2(Ca,Pr)Cu2O8",Bi2212,30.3,5.432,,30.646,PR05006929,Bi,2.1,Sr,1.93,Ca,0.67,Pr,0.3,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.67Pr0.3Cu2.0O8.0
10042,Bi2.1Sr1.93Ca0.92Gd0.05Cu2O8+z,"Bi2Sr2(Ca,Gd)Cu2O8",Bi2212,78.6,5.4,,30.706999999999997,PR05006929,Bi,2.1,Sr,1.93,Ca,0.92,Gd,0.05,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.92Gd0.05Cu2.0O8.0
10043,Bi2.1Sr1.93Ca0.87Gd0.1Cu2O8+z,"Bi2Sr2(Ca,Gd)Cu2O8",Bi2212,63.3,5.4170000000000025,,30.744,PR05006929,Bi,2.1,Sr,1.93,Ca,0.87,Gd,0.1,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.87Gd0.1Cu2.0O8.0
10044,Bi2.1Sr1.93Ca0.82Gd0.15Cu2O8+z,"Bi2Sr2(Ca,Gd)Cu2O8",Bi2212,60.9,5.4079999999999995,,30.695999999999998,PR05006929,Bi,2.1,Sr,1.93,Ca,0.82,Gd,0.15,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.82Gd0.15Cu2.0O8.0
10045,Bi2.1Sr1.93Ca0.77Gd0.2Cu2O8+z,"Bi2Sr2(Ca,Gd)Cu2O8",Bi2212,49.6,5.4179999999999975,,30.62,PR05006929,Bi,2.1,Sr,1.93,Ca,0.77,Gd,0.2,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.77Gd0.2Cu2.0O8.0
10046,Bi2.1Sr1.93Ca0.67Gd0.3Cu2O8+z,"Bi2Sr2(Ca,Gd)Cu2O8",Bi2212,19.1,5.42,,30.553,PR05006929,Bi,2.1,Sr,1.93,Ca,0.67,Gd,0.3,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.67Gd0.3Cu2.0O8.0
10047,Bi2.1Sr1.93Ca0.92Er0.05Cu2O8+z,"Bi2Sr2(Ca,Er)Cu2O8",Bi2212,68.2,5.4079999999999995,,30.79300000000001,PR05006929,Bi,2.1,Sr,1.93,Ca,0.92,Er,0.05,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.92Er0.05Cu2.0O8.0
10048,Bi2.1Sr1.93Ca0.87Er0.1Cu2O8+z,"Bi2Sr2(Ca,Er)Cu2O8",Bi2212,66.6,5.4110000000000005,,30.763,PR05006929,Bi,2.1,Sr,1.93,Ca,0.87,Er,0.1,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.87Er0.1Cu2.0O8.0
10049,Bi2.1Sr1.93Ca0.82Er0.15Cu2O8+z,"Bi2Sr2(Ca,Er)Cu2O8",Bi2212,69.7,5.4110000000000005,,30.677,PR05006929,Bi,2.1,Sr,1.93,Ca,0.82,Er,0.15,Cu,2.0,,,,,,,,,O,8.0,,Bi2.1Sr1.93Ca0.82Er0.15Cu2.0O8.0
10051,La1.925Sr0.075Cu1O4,"(La,Sr)2CuO4",T,18.0,5.351,5.3660000000000005,13.208,PR04904163,La,1.925,Sr,0.075,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.925Sr0.075Cu1.0O4.0
10052,La1.913Sr0.087Cu1O4,"(La,Sr)2CuO4",T,25.0,5.349,5.359,13.208,PR04904163,La,1.913,Sr,0.087,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.913Sr0.087Cu1.0O4.0
10053,La1.9Sr0.1Cu1O4,"(La,Sr)2CuO4",T,27.0,5.349,5.354,13.213,PR04904163,La,1.9,Sr,0.1,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.9Sr0.1Cu1.0O4.0
10054,La1.888Sr0.112Cu1O4,"(La,Sr)2CuO4",T,27.0,5.347,,13.22,PR04904163,La,1.8880000000000001,Sr,0.11199999999999999,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.8880000000000001Sr0.11199999999999999Cu1.0O4.0
